,state,status,latlon,lat,lon
9963,TX,77,"(29.7860643, -95.9510661)",29.7860643,-95.9510661
9964,TX,3,"(33.1812035, -102.2743489)",33.1812035,-102.2743489
9965,TX,188,"(25.9140256, -97.4890856)",25.9140256,-97.4890856
9966,TX,6,"(32.2618398, -98.5552887220402)",32.2618398,-98.555288722
9967,TX,126,"(30.6580876, -96.3527774205964)",30.6580876,-96.3527774206
9969,TX,11,"(30.0852135, -97.8402827)",30.0852135,-97.8402827
10020,TX,151,"(30.3118769, -95.4560512)",30.3118769,-95.4560512
9970,TX,1,"(29.7438332, -98.4530729)",29.7438332,-98.4530729
9972,TX,2,"(30.7573109, -98.2289007)",30.7573109,-98.2289007
9973,TX,6,"(32.2934786, -97.444463)",32.2934786,-97.444463
9974,TX,4,"(30.5313152, -96.6930303)",30.5313152,-96.6930303
9975,TX,4,"(30.8532454, -96.9769304)",30.8532454,-96.9769304
9976,TX,2,"(31.693229, -95.5374528)",31.693229,-95.5374528
9977,TX,1,"(31.9114925, -106.6002687)",31.9114925,-106.6002687
9978,TX,51,"(34.9798392, -101.9193395)",34.9798392,-101.9193395
9979,TX,2,"(31.6055361, -100.6432627)",31.6055361,-100.6432627
9980,TX,1,"(32.9518354, -96.9072286)",32.9518354,-96.9072286
9981,TX,8,"(28.5219292, -99.8606107)",28.5219292,-99.8606107
9982,TX,1803,"(32.9537349, -96.8902816)",32.9537349,-96.8902816
9983,TX,20,"(32.9537349, -96.8902816)",32.9537349,-96.8902816
9984,TX,11,"(29.7129394, -95.3255595)",29.7129394,-95.3255595
9971,TX,21,"(32.5420821, -97.3208492)",32.5420821,-97.3208492
10154,TX,1,"(32.5043161, -94.5740934)",32.5043161,-94.5740934
10028,TX,24,"(32.091299, -96.4646821)",32.091299,-96.4646821
10156,TX,1,"(30.414938, -94.887322)",30.414938,-94.887322
10323,TX,1,"(32.3354316, -94.7377113)",32.3354316,-94.7377113
10324,TX,7,"(29.8477222, -94.890758)",29.8477222,-94.890758
10325,TX,1,"(34.0627817, -118.1084181)",34.0627817,-118.1084181
10326,TX,31,"(30.301949, -95.5065944)",30.301949,-95.5065944
10327,TX,3,"(31.3082273, -97.3613977)",31.3082273,-97.3613977
10328,TX,52,"(33.1570582, -94.9694007)",33.1570582,-94.9694007
10329,TX,1,"(31.8664949, -106.414986)",31.8664949,-106.414986
10331,TX,3,"(32.7406303, -95.4774796)",32.7406303,-95.4774796
10332,TX,3,"(33.1887271, -95.2213321)",33.1887271,-95.2213321
10333,TX,4,"(33.6517736, -97.3764089)",33.6517736,-97.3764089
10334,TX,7,"(34.2264676, -102.7238264)",34.2264676,-102.7238264
10335,TX,9,"(33.0151208, -96.6130478)",33.0151208,-96.6130478
10336,TX,1,"(31.866322, -94.989682)",31.866322,-94.989682
10337,TX,42,"(31.5970503, -94.5927451)",31.5970503,-94.5927451
10338,TX,1,"(32.2657021, -96.8127729)",32.2657021,-96.8127729
10339,TX,1,"(33.786869, -102.521867)",33.786869,-102.521867
10340,TX,2,"(29.5446753, -95.0910413)",29.5446753,-95.0910413
10341,TX,1,"(29.189684, -98.8625269)",29.189684,-98.8625269
10342,TX,101,"(30.3874135, -96.0875066)",30.3874135,-96.0875066
10344,TX,5,"(50.8429854, 5.7120592)",50.8429854,5.7120592
10345,TX,1,"(33.0423409, -96.3738721)",33.0423409,-96.3738721
10346,TX,31,"(29.7028266, -98.1257348)",29.7028266,-98.1257348
10347,TX,6,"(30.155216, -95.2113221)",30.155216,-95.2113221
10348,TX,4,"(33.0012356, -97.4844657)",33.0012356,-97.4844657
10349,TX,36,"(30.8485337, -93.7574008)",30.8485337,-93.7574008
10351,TX,19,"(32.8342952, -97.2289029)",32.8342952,-97.2289029
10321,TX,2,"(31.5942992, -102.8926536)",31.5942992,-102.8926536
10320,TX,131,"(29.6185669, -95.5377215)",29.6185669,-95.5377215
10319,TX,2,"(29.7146577, -94.9946411)",29.7146577,-94.9946411
10289,TX,2,"(30.2655322, -94.1991444)",30.2655322,-94.1991444
10290,TX,7,"(29.233294, -98.7964137)",29.233294,-98.7964137
10291,TX,66,"(30.2093794, -95.7507815)",30.2093794,-95.7507815
10292,TX,3,"(36.9849926, -121.990012)",36.9849926,-121.990012
10293,TX,41,"(32.5631924, -97.1416768)",32.5631924,-97.1416768
10294,TX,8,"(29.4627365, -95.357994)",29.4627365,-95.357994
10296,TX,5,"(30.5787255, -98.2717245)",30.5787255,-98.2717245
10297,TX,5,"(33.207193, -96.761548)",33.207193,-96.761548
10299,TX,72,"(32.5447756, -94.3661004)",32.5447756,-94.3661004
10300,TX,2,"(28.0942916, -97.8274111)",28.0942916,-97.8274111
10302,TX,43,"(29.756121, -94.942116)",29.756121,-94.942116
10352,TX,1,"(32.9637085, -101.8326542)",32.9637085,-101.8326542
10305,TX,6,"(31.4440557, -97.4091792)",31.4440557,-97.4091792
10306,TX,737,"(33.1976496, -96.6154471)",33.1976496,-96.6154471
10308,TX,5,"(29.6513439, -95.5880005)",29.6513439,-95.5880005
10309,TX,1,"(29.2836281, -99.1126826)",29.2836281,-99.1126826
10310,TX,1,"(33.2859473, -96.5727669)",33.2859473,-96.5727669
10311,TX,4,"(34.7247758, -100.5340144)",34.7247758,-100.5340144
10312,TX,4,"(26.1497977, -97.9136112)",26.1497977,-97.9136112
10313,TX,139,"(32.7666103, -96.599472)",32.7666103,-96.599472
10314,TX,130,"(31.9973662, -102.0779482)",31.9973662,-102.0779482
10315,TX,4,"(32.482361, -96.9944489)",32.482361,-96.9944489
10316,TX,2,"(32.7481864, -98.0092093)",32.7481864,-98.0092093
10317,TX,20,"(32.8084605, -98.1128223)",32.8084605,-98.1128223
10318,TX,41,"(26.2159066, -98.3252932)",26.2159066,-98.3252932
10304,TX,268,"(26.2043691, -98.230082)",26.2043691,-98.230082
10288,TX,1,"(29.680314, -97.6473265)",29.680314,-97.6473265
10353,TX,1,"(31.57157, -94.5413186)",31.57157,-94.5413186
10355,TX,244,"(31.8457149, -102.367687)",31.8457149,-102.367687
10390,TX,22,"(28.967194, -98.4786269)",28.967194,-98.4786269
10391,TX,134,"(28.6797169, -96.5602537)",28.6797169,-96.5602537
10392,TX,102,"(29.8988258, -93.9287815)",29.8988258,-93.9287815
10393,TX,27,"(28.6149968, -96.6260892)",28.6149968,-96.6260892
10394,TX,1,"(29.9913244, -93.9585067)",29.9913244,-93.9585067
10395,TX,2,"(30.1024397, -95.2296553)",30.1024397,-95.2296553
10396,TX,7,"(27.8768086, -97.3233874)",27.8768086,-97.3233874
10397,TX,1,"(29.0373552, -98.5746204)",29.0373552,-98.5746204
10398,TX,1,"(33.8112159, -95.5244023)",33.8112159,-95.5244023
10399,TX,76,"(30.0932737, -95.9877339)",30.0932737,-95.9877339
10400,TX,1,"(27.3605947, -98.1236151)",27.3605947,-98.1236151
10401,TX,59,"(29.5608984, -104.3716924)",29.5608984,-104.3716924
10402,TX,8,"(26.0922991, -97.9572242)",26.0922991,-97.9572242
10403,TX,1,"(29.4185479, -98.5145397)",29.4185479,-98.5145397
10404,TX,2,"(33.2385546, -96.7865731)",33.2385546,-96.7865731
10405,TX,1,"(29.9573316, -95.725684)",29.9573316,-95.725684
10406,TX,6,"(34.297855, -99.7403718)",34.297855,-99.7403718
10408,TX,4,"(32.4693688, -98.6799442)",32.4693688,-98.6799442
10409,TX,5,"(26.4814565, -97.783051)",26.4814565,-97.783051
10410,TX,3,"(29.803004, -95.371769)",29.803004,-95.371769
10411,TX,3,"(32.9442916, -97.5772462)",32.9442916,-97.5772462
10412,TX,3,"(33.0534563, -97.4719662)",33.0534563,-97.4719662
10155,TX,41,"(32.7995738, -97.2691817)",32.7995738,-97.2691817
10415,TX,14431,"(32.9481789, -96.7297206)",32.9481789,-96.7297206
10416,TX,1,"(32.8159623, -97.2280695)",32.8159623,-97.2280695
10417,TX,94,"(29.5821811, -95.7607832)",29.5821811,-95.7607832
10418,TX,1,"(29.0560789, -95.4099403)",29.0560789,-95.4099403
10388,TX,1,"(33.0136764, -96.6925096)",33.0136764,-96.6925096
10387,TX,181133,"(33.0136764, -96.6925096)",33.0136764,-96.6925096
10386,TX,21,"(34.1847936, -101.7068417)",34.1847936,-101.7068417
10356,TX,1,"(29.796887, -95.515931)",29.796887,-95.515931
10357,TX,4,"(33.370663, -98.7528395)",33.370663,-98.7528395
10358,TX,5,"(33.6155059, -117.706129448358)",33.6155059,-117.706129448
10359,TX,1,"(33.59494455, -101.857021027566)",33.59494455,-101.857021028
10361,TX,2,"(30.7098905, -101.2011254)",30.7098905,-101.2011254
10363,TX,1,"(28.7104093, -96.218603)",28.7104093,-96.218603
10364,TX,7,"(31.7621153, -95.6307891)",31.7621153,-95.6307891
10365,TX,1,"(26.233406, -98.3708503)",26.233406,-98.3708503
10367,TX,16,"(27.6616968, -97.797497)",27.6616968,-97.797497
10368,TX,7,"(35.5361559, -100.9598709)",35.5361559,-100.9598709
10369,TX,1,"(29.98834, -95.604808)",29.98834,-95.604808
10354,TX,1,"(31.973312, -106.573411)",31.973312,-106.573411
10370,TX,7,"(48.8440008, 2.3589658)",48.8440008,2.3589658
10372,TX,1,"(34.2379038, -102.7422723)",34.2379038,-102.7422723
10373,TX,2,"(29.8252297, -95.9949564)",29.8252297,-95.9949564
10374,TX,294,"(29.5639758, -95.2864299)",29.5639758,-95.2864299
10375,TX,12,"(28.8921939, -99.095033)",28.8921939,-99.095033
10376,TX,31,"(31.4244877, -103.4934683)",31.4244877,-103.4934683
10377,TX,8,"(36.4000313, -100.8026505)",36.4000313,-100.8026505
10379,TX,58,"(30.4393696, -97.6200043)",30.4393696,-97.6200043
10380,TX,93,"(26.1947962, -98.1836216)",26.1947962,-98.1836216
10381,TX,5,"(33.396503, -96.9605608)",33.396503,-96.9605608
10382,TX,2,"(30.1710479, -95.6824459)",30.1710479,-95.6824459
10383,TX,2,"(32.9954021, -94.9657688)",32.9954021,-94.9657688
10384,TX,1,"(31.785052, -106.470527)",31.785052,-106.470527
10385,TX,2,"(33.1887135, -102.8279889)",33.1887135,-102.8279889
10371,TX,235,"(33.204312, -96.763572)",33.204312,-96.763572
10287,TX,33,"(31.3386242, -94.7288558)",31.3386242,-94.7288558
10285,TX,924,"(33.5778631, -101.8551665)",33.5778631,-101.8551665
10190,TX,50886,"(29.7589382, -95.3676974)",29.7589382,-95.3676974
10191,TX,2,"(29.7589382, -95.3676974)",29.7589382,-95.3676974
10192,TX,1,"(29.7589382, -95.3676974)",29.7589382,-95.3676974
10193,TX,1,"(29.7589382, -95.3676974)",29.7589382,-95.3676974
10197,TX,1,"(29.9024465, -95.5024409)",29.9024465,-95.5024409
10198,TX,82,"(29.9988312, -95.2621553)",29.9988312,-95.2621553
10200,TX,1,"(31.2776873, -94.576594)",31.2776873,-94.576594
10203,TX,22,"(32.8234621, -97.1705678)",32.8234621,-97.1705678
10204,TX,1,"(30.2787545, -97.6727398)",30.2787545,-97.6727398
10205,TX,7,"(30.5427638, -97.5468898)",30.5427638,-97.5468898
10206,TX,2,"(27.8779713, -97.2113065)",27.8779713,-97.2113065
10208,TX,3,"(30.090231, -95.092077)",30.090231,-95.092077
10209,TX,3,"(33.6788407, -117.762009539813)",33.6788407,-117.76200954
10210,TX,38435,"(32.8295183, -96.9442177)",32.8295183,-96.9442177
10211,TX,10,"(32.8295183, -96.9442177)",32.8295183,-96.9442177
10212,TX,1,"(32.1595947, -97.1500074)",32.1595947,-97.1500074
10213,TX,54,"(31.963778, -95.2705042)",31.963778,-95.2705042
10214,TX,1,"(30.8249094, -97.604454)",30.8249094,-97.604454
10215,TX,16,"(30.9201995, -93.9965759)",30.9201995,-93.9965759
10216,TX,3,"(32.7573626, -94.3451926)",32.7573626,-94.3451926
10217,TX,5,"(29.888578, -95.5699185)",29.888578,-95.5699185
10218,TX,7,"(31.3615664, -96.1441315)",31.3615664,-96.1441315
10219,TX,1,"(32.4615291, -97.3880732)",32.4615291,-97.3880732
10220,TX,1,"(28.9180294, -98.5464069)",28.9180294,-98.5464069
10286,TX,1,"(33.0842854, -96.5766577)",33.0842854,-96.5766577
10158,TX,1,"(32.8848296, -100.1264907)",32.8848296,-100.1264907
10159,TX,1,"(29.861608, -94.3124092)",29.861608,-94.3124092
10160,TX,1,"(30.3049642, -94.403904)",30.3049642,-94.403904
10161,TX,1,"(26.4425672, -98.0138932)",26.4425672,-98.0138932
10162,TX,2,"(31.0835102, -97.6597377)",31.0835102,-97.6597377
10163,TX,73,"(26.1906306, -97.6961026)",26.1906306,-97.6961026
10164,TX,1,"(29.8119769, -95.3741247)",29.8119769,-95.3741247
10166,TX,1,"(33.1576032, -99.7337014)",33.1576032,-99.7337014
10167,TX,2,"(32.5884735, -95.2041135)",32.5884735,-95.2041135
10168,TX,2,"(30.8843801, -96.5971939)",30.8843801,-96.5971939
10169,TX,2,"(29.5628222, -98.6869617)",29.5628222,-98.6869617
10170,TX,2,"(30.0974405, -96.0782918)",30.0974405,-96.0782918
10171,TX,4,"(32.1532157, -94.7993802)",32.1532157,-94.7993802
10172,TX,1,"(33.8173224, -98.1953221)",33.8173224,-98.1953221
10173,TX,7,"(34.8150622, -102.3977036)",34.8150622,-102.3977036
10174,TX,1,"(32.482064, -100.2137122)",32.482064,-100.2137122
10175,TX,27,"(26.3530256, -98.216445)",26.3530256,-98.216445
10176,TX,3,"(32.49042, -95.4574572)",32.49042,-95.4574572
10177,TX,1,"(32.1720921, -97.5497432)",32.1720921,-97.5497432
10178,TX,13,"(33.091788, -97.0466759)",33.091788,-97.0466759
10179,TX,1,"(29.818836, -95.0560404)",29.818836,-95.0560404
10180,TX,14,"(32.0109886, -97.1300061)",32.0109886,-97.1300061
10181,TX,16,"(29.3482905, -95.0160368)",29.3482905,-95.0160368
10182,TX,12,"(30.0268875, -95.8443958)",30.0268875,-95.8443958
10183,TX,1,"(29.6005047, -98.48724)",29.6005047,-98.48724
10184,TX,4,"(29.3474121, -99.1412026)",29.3474121,-99.1412026
10185,TX,1,"(30.5482456, -98.3378019)",30.5482456,-98.3378019
10221,TX,4,"(33.0848442, -97.2961286)",33.0848442,-97.2961286
10201,TX,81,"(30.7235263, -95.5507771)",30.7235263,-95.5507771
10223,TX,1870,"(29.7857853, -95.8243956)",29.7857853,-95.8243956
10257,TX,22,"(32.5920798, -96.7561083)",32.5920798,-96.7561083
10258,TX,2,"(26.1931302, -97.5788763)",26.1931302,-97.5788763
10259,TX,1,"(29.6571727, -95.0193729)",29.6571727,-95.0193729
10260,TX,237,"(27.5060991, -99.5088979)",27.5060991,-99.5088979
10261,TX,14,"(32.8686206, -96.9335904)",32.8686206,-96.9335904
10262,TX,2,"(33.0276193, -96.4341524)",33.0276193,-96.4341524
10263,TX,54,"(29.5074538, -95.0949303)",29.5074538,-95.0949303
10264,TX,21,"(30.5586046, -97.8444364)",30.5586046,-97.8444364
10265,TX,4,"(29.4069038, -97.744999)",29.4069038,-97.744999
10266,TX,11,"(29.4952307, -98.6186317)",29.4952307,-98.6186317
10267,TX,21,"(33.5873164, -102.37796)",33.5873164,-102.37796
10268,TX,1801,"(33.046233, -96.994174)",33.046233,-96.994174
10270,TX,3,"(33.0436421, -96.9960799)",33.0436421,-96.9960799
10271,TX,32,"(30.0579966, -94.7954858)",30.0579966,-94.7954858
10272,TX,1,"(31.560178, -95.2921664)",31.560178,-95.2921664
10273,TX,1,"(32.241092, -101.5013371)",32.241092,-101.5013371
10274,TX,3,"(33.1626194, -96.9375051)",33.1626194,-96.9375051
10222,TX,1,"(28.8849772, -97.9008356)",28.8849772,-97.9008356
10276,TX,1,"(29.2949612, -95.2788231)",29.2949612,-95.2788231
10277,TX,11,"(30.711029, -94.9329898)",30.711029,-94.9329898
10278,TX,2,"(29.8849441, -97.6699996)",29.8849441,-97.6699996
10279,TX,8,"(34.1245183, -101.4415521)",34.1245183,-101.4415521
10280,TX,91,"(28.8394332, -96.5424743)",28.8394332,-96.5424743
10157,TX,2,"(31.705208, -98.1004704100362)",31.705208,-98.10047041
10282,TX,144,"(32.5007038, -94.7404891)",32.5007038,-94.7404891
10283,TX,4,"(26.0717438, -97.4763733)",26.0717438,-97.4763733
10284,TX,1,"(31.203512, -97.0366591)",31.203512,-97.0366591
10256,TX,2,"(31.063784, -98.1816957)",31.063784,-98.1816957
10255,TX,3,"(32.7376001, -101.9509921)",32.7376001,-101.9509921
10275,TX,2,"(32.0464681, -102.1310419)",32.0464681,-102.1310419
10253,TX,1,"(32.6451026, -97.0207695)",32.6451026,-97.0207695
10224,TX,4,"(32.5893659, -96.3086596)",32.5893659,-96.3086596
10254,TX,1,"(32.4253362, -97.0083227)",32.4253362,-97.0083227
10225,TX,10,"(32.3968092, -97.3239042)",32.3968092,-97.3239042
10226,TX,26,"(32.9299655, -97.2271249)",32.9299655,-97.2271249
10227,TX,7,"(29.5427297, -95.0204837)",29.5427297,-95.0204837
10228,TX,1,"(26.9205171, -97.7461361)",26.9205171,-97.7461361
10229,TX,1,"(31.3596258, -95.1832721)",31.3596258,-95.1832721
10231,TX,31,"(30.0474332, -99.1403189)",30.0474332,-99.1403189
10232,TX,1,"(30.865998, -94.838075)",30.865998,-94.838075
10234,TX,3,"(35.1708068, -101.9137545)",35.1708068,-101.9137545
10235,TX,16,"(32.3860733, -94.8758518)",32.3860733,-94.8758518
10236,TX,19,"(31.1171441, -97.727796)",31.1171441,-97.727796
10237,TX,113,"(27.5158689, -97.856109)",27.5158689,-97.856109
10238,TX,184,"(30.0497077, -95.1846301)",30.0497077,-95.1846301
10230,TX,4,"(31.8576265, -103.0926653)",31.8576265,-103.0926653
10240,TX,5,"(30.3715975, -94.3124116)",30.3715975,-94.3124116
10239,TX,1,"(29.2952364, -99.6372742)",29.2952364,-99.6372742
10250,TX,5,"(29.0338575, -95.4343859)",29.0338575,-95.4343859
10249,TX,7,"(33.1192875, -97.0255641)",33.1192875,-97.0255641
10248,TX,7,"(29.688484, -97.10393)",29.688484,-97.10393
10251,TX,1,"(32.8048507, -97.44502)",32.8048507,-97.44502
10246,TX,210,"(29.6657838, -95.0193729)",29.6657838,-95.0193729
10252,TX,12,"(30.3644888, -97.9875325)",30.3644888,-97.9875325
10247,TX,2,"(30.4601975, -97.9883477)",30.4601975,-97.9883477
10244,TX,19,"(26.2470165, -98.4814092)",26.2470165,-98.4814092
10243,TX,7,"(29.9055033, -96.876647)",29.9055033,-96.876647
10242,TX,1,"(26.1589644, -97.8238853)",26.1589644,-97.8238853
10241,TX,24,"(29.9892928, -97.8772103)",29.9892928,-97.8772103
10245,TX,4,"(29.3685674, -94.9713134)",29.3685674,-94.9713134
6345,UT,19,"(37.104153, -113.5841313)",37.104153,-113.5841313
6343,UT,2,"(40.5220027, -111.9391003)",40.5220027,-111.9391003
6342,UT,3,"(41.1791924, -111.9929921)",41.1791924,-111.9929921
6341,UT,3,"(41.7215978, -111.821332)",41.7215978,-111.821332
6340,UT,1,"(40.232739, -109.8076438)",40.232739,-109.8076438
6339,UT,579,"(40.2338438, -111.6585337)",40.2338438,-111.6585337
6338,UT,2,"(41.7062379, -111.8177)",41.7062379,-111.8177
6332,UT,1,"(39.9268945, -112.1105008)",39.9268945,-112.1105008
6336,UT,3,"(39.5994095, -110.8107148)",39.5994095,-110.8107148
6334,UT,1,"(41.8754813, -112.1441223)",41.8754813,-112.1441223
6333,UT,55,"(40.3641184, -111.73854)",40.3641184,-111.73854
6331,UT,7,"(41.769095, -111.9816148)",41.769095,-111.9816148
6330,UT,1,"(40.0443989, -111.7321518)",40.0443989,-111.7321518
6347,UT,9,"(40.6632297, -111.9103124)",40.6632297,-111.9103124
6329,UT,60,"(40.6460635, -111.4979741)",40.6460635,-111.4979741
6328,UT,222,"(40.2971825, -111.694943)",40.2971825,-111.694943
6348,UT,1,"(40.7670126, -111.8904308)",40.7670126,-111.8904308
6363,UT,7,"(40.4555157, -109.5287479)",40.4555157,-109.5287479
6350,UT,1,"(37.654794, -113.0856292)",37.654794,-113.0856292
6327,UT,96,"(41.2230048, -111.9738429)",41.2230048,-111.9738429
6370,UT,13,"(40.8716964, -111.8925775)",40.8716964,-111.8925775
6369,UT,1,"(40.0135055, -111.650095846869)",40.0135055,-111.650095847
6368,UT,38,"(40.696629, -111.9867271)",40.696629,-111.9867271
6365,UT,35,"(40.6096698, -111.9391031)",40.6096698,-111.9391031
6364,UT,3,"(40.2968832, -111.747026)",40.2968832,-111.747026
6362,UT,13,"(40.5307776, -112.29828)",40.5307776,-112.29828
6349,UT,3119,"(40.7670126, -111.8904308)",40.7670126,-111.8904308
6361,UT,4,"(40.6677517, -111.9386311)",40.6677517,-111.9386311
6359,UT,10,"(37.104153, -113.5841313)",37.104153,-113.5841313
6358,UT,12,"(40.1668572, -111.6109221)",40.1668572,-111.6109221
6357,UT,12,"(40.114955, -111.654923)",40.114955,-111.654923
6355,UT,1,"(40.7075209, -111.8880295)",40.7075209,-111.8880295
6353,UT,702,"(40.5621704, -111.929658)",40.5621704,-111.929658
6352,UT,3,"(40.5810571, -111.6567989)",40.5810571,-111.6567989
6351,UT,287,"(40.572851, -111.833449631627)",40.572851,-111.833449632
6360,UT,15,"(37.104153, -113.5841313)",37.104153,-113.5841313
6326,UT,12,"(40.8485564, -111.9068824)",40.8485564,-111.9068824
6344,UT,5,"(41.1617999, -112.0261903)",41.1617999,-112.0261903
6324,UT,8,"(41.7693747, -111.8046654)",41.7693747,-111.8046654
6300,UT,64,"(40.9804423, -111.8874688)",40.9804423,-111.8874688
6298,UT,7,"(39.3596842, -111.5863052)",39.3596842,-111.5863052
6297,UT,1,"(41.3004965, -111.8121612)",41.3004965,-111.8121612
6296,UT,2,"(40.2960433, -110.4715153)",40.2960433,-110.4715153
6295,UT,192,"(40.5246711, -111.8638226)",40.5246711,-111.8638226
6294,UT,2,"(40.298248, -111.2525635)",40.298248,-111.2525635
6293,UT,1,"(40.4997533, -112.0492245)",40.4997533,-112.0492245
6292,UT,7,"(40.6196702, -111.8102104)",40.6196702,-111.8102104
6291,UT,6,"(41.1134756, -112.0244382)",41.1134756,-112.0244382
6290,UT,10,"(40.9180005, -111.8721601)",40.9180005,-111.8721601
6289,UT,4,"(39.6505171, -111.4938034)",39.6505171,-111.4938034
6288,UT,5,"(37.654794, -113.0856292)",37.654794,-113.0856292
6286,UT,1,"(41.5103717, -112.0155619)",41.5103717,-112.0155619
6285,UT,8,"(40.8894611, -111.8804817)",40.8894611,-111.8804817
6284,UT,9,"(40.4896712, -111.9388244)",40.4896712,-111.9388244
6282,UT,1,"(40.4532834, -111.7779865)",40.4532834,-111.7779865
6301,UT,1,"(39.4225192, -111.7143584)",39.4225192,-111.7143584
6302,UT,1,"(38.3730535, -110.7094698)",38.3730535,-110.7094698
6283,UT,42,"(40.3768954, -111.7957645)",40.3768954,-111.7957645
6304,UT,24,"(40.5065256, -111.4133091)",40.5065256,-111.4133091
6303,UT,1,"(40.5046825, -111.414188968468)",40.5046825,-111.414188968
6321,UT,9,"(39.5469073, -111.4554659)",39.5469073,-111.4554659
6320,UT,1,"(39.8160656, -111.8554907)",39.8160656,-111.8554907
6319,UT,6,"(38.3969108, -113.0107892)",38.3969108,-113.0107892
6318,UT,151,"(40.6110589, -111.8999353)",40.6110589,-111.8999353
6317,UT,1,"(40.70268345, -112.089201928148)",40.70268345,-112.089201928
6316,UT,196,"(41.7313447, -111.8348631)",41.7313447,-111.8348631
6315,UT,77,"(40.3432857, -111.7207608)",40.3432857,-111.7207608
6314,UT,481,"(40.3880902, -111.8491619)",40.3880902,-111.8491619
6322,UT,112,"(40.6667841, -111.888417)",40.6667841,-111.888417
6312,UT,3,"(38.31221, -109.2481669)",38.31221,-109.2481669
6305,UT,2,"(40.5140894, -112.0328198)",40.5140894,-112.0328198
6313,UT,34,"(41.0751048, -111.9741925)",41.0751048,-111.9741925
6306,UT,11,"(40.4190328, -111.7921626)",40.4190328,-111.7921626
6307,UT,16,"(40.6688363, -111.8246557)",40.6688363,-111.8246557
6323,UT,2,"(39.7102336, -111.8363216)",39.7102336,-111.8363216
6309,UT,1,"(41.79897, -111.81914)",41.79897,-111.81914
6310,UT,1,"(37.0481724, -112.5267951)",37.0481724,-112.5267951
6311,UT,3,"(40.6536448, -112.005762275849)",40.6536448,-112.005762276
6308,UT,3,"(37.1751111, -113.2899924)",37.1751111,-113.2899924
6599,VA,3,"(37.7826259, -75.6535095)",37.7826259,-75.6535095
6598,VA,1,"(37.8609747, -78.2633373)",37.8609747,-78.2633373
6597,VA,1,"(39.1492716, -77.6191576)",39.1492716,-77.6191576
6596,VA,3,"(39.7253369, -84.1741059)",39.7253369,-84.1741059
6595,VA,17,"(38.881385, -77.3006469)",38.881385,-77.3006469
6594,VA,1,"(37.1934836, -77.4558173)",37.1934836,-77.4558173
6593,VA,38,"(36.5545828, -79.596696)",36.5545828,-79.596696
6591,VA,12,"(36.9336934, -82.6298965)",36.9336934,-82.6298965
6590,VA,1,"(37.132893, -81.5270544)",37.132893,-81.5270544
6587,VA,1,"(38.6984987, -77.5800445)",38.6984987,-77.5800445
6585,VA,305,"(36.9786449, -76.4321089)",36.9786449,-76.4321089
6584,VA,2,"(38.7384477, -77.1849816)",38.7384477,-77.1849816
6600,VA,2,"(36.7584219, -83.0271115)",36.7584219,-83.0271115
6592,VA,1,"(41.1175966, -73.4078968)",41.1175966,-73.4078968
6588,VA,582,"(36.8889933, -76.2481624)",36.8889933,-76.2481624
6610,VA,1,"(37.0580572, -80.7297289)",37.0580572,-80.7297289
6602,VA,1,"(40.5462553, -74.4660408)",40.5462553,-74.4660408
6582,VA,6,"(37.4748573, -75.8582639)",37.4748573,-75.8582639
6619,VA,18,"(37.0931128, -81.7931876)",37.0931128,-81.7931876
6618,VA,1,"(35.8166081, -78.7901865)",35.8166081,-78.7901865
6617,VA,1,"(38.9584018, -77.3579743)",38.9584018,-77.3579743
6616,VA,8408,"(38.9584018, -77.3579743)",38.9584018,-77.3579743
6614,VA,1,"(38.312578, -78.0658296)",38.312578,-78.0658296
6613,VA,45,"(37.1317924, -80.5764477)",37.1317924,-80.5764477
6612,VA,3,"(38.5228755, -77.2901863044786)",38.5228755,-77.2901863045
6611,VA,12,"(39.1367717, -77.7147153)",39.1367717,-77.7147153
6609,VA,2,"(37.4418131, -77.0435799)",37.4418131,-77.0435799
6608,VA,8,"(37.1815024, -77.2153144)",37.1815024,-77.2153144
6607,VA,1,"(41.2550821, -76.1343728)",41.2550821,-76.1343728
6606,VA,3,"(37.5531622, -77.9112655)",37.5531622,-77.9112655
6605,VA,13,"(39.0501083, -77.4008201)",39.0501083,-77.4008201
6604,VA,10,"(36.8354258, -76.2982742)",36.8354258,-76.2982742
6603,VA,1,"(37.1223664, -76.3457773)",37.1223664,-76.3457773
6601,VA,88,"(37.1924594, -77.3677408)",37.1924594,-77.3677408
6579,VA,1,"(38.3570713, -78.9408615)",38.3570713,-78.9408615
6540,VA,33,"(37.7840208, -79.4428157)",37.7840208,-79.4428157
6556,VA,649,"(38.744947, -77.4824442252427)",38.744947,-77.4824442252
6554,VA,4,"(37.6015358, -77.7149928)",37.6015358,-77.7149928
6553,VA,4,"(37.6015358, -77.7149928)",37.6015358,-77.7149928
6552,VA,2,"(37.4309757, -79.1230795)",37.4309757,-79.1230795
6551,VA,12,"(40.771862, -84.620223)",40.771862,-84.620223
6550,VA,13,"(37.4059695, -75.9015974)",37.4059695,-75.9015974
6548,VA,1,"(38.0293036, -78.9450242)",38.0293036,-78.9450242
6547,VA,353,"(37.40088, -79.1844923945909)",37.40088,-79.1844923946
6546,VA,6,"(38.6654653, -78.4600202)",38.6654653,-78.4600202
6545,VA,13,"(37.7887382, -79.8836637)",37.7887382,-79.8836637
6544,VA,2,"(39.2724309, -77.6363426)",39.2724309,-77.6363426
